,Quality,ID#1,ID#2,#1 String,#2 String
313,1,2795949,2795974,"The delegation leaves Chicago today, then will take another week to ready the remains for reburial.","They leave Chicago on Saturday, then will take another week to ready the remains for reburial."
314,1,636412,636322,"As planned, the services will be rolled into Yukon when it ships (see story).","The reporting services will also be rolled into Yukon as planned, sources said."
315,1,1163497,1163395,Toronto Police Chief Chief Julian Fantino confirmed Friday morning that a man had been arrested in the slaying of Toronto girl Holly Jones.,Toronto Police Chief Julian Fantino said Friday morning that an arrest has been made in the slaying of local girl Holly Jones.
316,1,276404,276122,They later fell out and have backed a series of rival Congolese militias in recent years.,"The two invading countries later fell out, and have since backed rival factions."
317,1,666238,666192,Marshall pressed the practical case that a quite similar civil-rights bill based on the 14th Amendment was struck down by the Supreme Court in 1883.,Mr. Marshall pressed the practical case that quite similar rights legislation based on the 14th Amendment had been struck down by the Supreme Court in 1883.
318,1,960861,960916,But she said it will be difficult for investigators to directly tie any decline in shuttle funding to the February disaster.,She cautioned that it will be difficult for investigators to tie any decline in shuttle funding directly to the February tragedy.
320,1,2083437,2083550,The special tests were developed to measure student progress in meeting the state's standards for the content taught in each grade.,The tests measure how well students are meeting the state's standards for learning the content taught in each grade.
321,1,342605,342611,"At least 1,750 people were ordered to evacuate their homes shortly before 9 a.m. as a precaution, said Steve Powers, Marquette County administrator.","At least 1,752 people were ordered to evacuate their homes in the north part of Marquette about 8:45 a.m. EDT, said Steve Powers, Marquette County administrator."
322,1,2030918,2030878,"It is essential that proceedings against accused terrorists both be fair and appear fair to outside observers, he said.","It is essential that the proceedings against accused terrorists be fair -- and appear to be so to outside observers, Sonnett said."
323,1,3267232,3267338,Some 95 million Americans -- half of all households -- invest in mutual funds.,About half of all U.S. households have money in mutual funds.
324,1,1694591,1694663,The technology is available for download on the Microsoft Developer Network (MSDN) site.,WSE version 2 is available from Microsoft's developer Web site.
325,1,3304690,3304606,Meningitis is an infection of the spinal cord fluid and the tissue around the brain.,Meningitis is an infection of the fluid in a person's spinal cord and around the brain.
326,1,2553132,2553328,It is for that reason that legal scholars said the Denver ruling is at least plausible.,It is for that reason that legal scholars said Judge Nottingham's decision was at least plausible.
330,1,1322386,1322404,But he said labor would see whether other senators can increase the value of awards proposed by Hatch and create a mechanism to ensure the fund remains solvent.,Democrats now hope to increase the value of awards proposed by Hatch and to create a mechanism to ensure the fund remains solvent.
332,1,3326118,3325997,Ohio Attorney General Jim Petro hailed the appellate court ruling.,"Ohio Attorney General Jim Petro was pleased by the ruling, spokesman Mark Gribben said."
333,1,1625195,1625499,"In an appearance before a parliamentary committee on Tuesday, Mr. Blair suggested that only ""evidence of weapons programs"" rather than the weapons themselves would be uncovered.","On Tuesday, Blair suggested that only ""evidence of weapons programs"" rather than the weapons themselves would be uncovered."
334,1,1830745,1831002,The banks neither admit nor deny the SEC charges under the settlements.,The banks neither admitted nor denied the charges as part of the agreement.
336,1,851678,851911,"On the other hand, if this will help further establish Steve's innocence, we welcome it.""","If draining the ponds in Maryland will further help establish Steve's innocence, we welcome it."""
337,1,54823,55177,"The April 19, 1995, bombing of the Alfred P. Murrah Federal Building came on the second anniversary of the fiery end of the Branch Davidian siege in Waco, Texas.","The April 19, 1995, bombing came on the second anniversary of the end of the Branch Davidian siege in Waco, Texas."
339,1,1987428,1987385,"Investment bank Merrill Lynch raised its investment rating on the business software maker Oracle to ""buy"" from ""neutral"" with a 12-month price target of $15.","Merrill Lynch upgraded the business software maker to ""buy"" from ""neutral"" with a 12-month price target of $15."
340,1,711871,711923,"The report confirmed the ACLU's view that the civil liberties and rights of immigrants ""were trampled in the aftermath of 9/11,"" said Romero.","The inspector general's findings confirm our long-held view that civil liberties and the rights of immigrants were trampled in the aftermath of 9/11."""
341,1,1443641,1443672,"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","There will be 9.3 million visitors to hot spots in 2003, up from 2.5 million in 2002, Gartner said."
342,1,2221841,2221884,United is working closely with the Air Transportation Stabilization Board to replace the aspects of its loan guarantee bid that were rejected as inadequate in December.,United is working closely with the ATSB to replace those aspects of the company's original loan guarantee bid that were rejected as inadequate in December.
343,1,2830817,2830766,The moves came within four days of the crash and before the National Transportation Safety Board finished investigating.,The promises of lawsuits came within four days of the crash and before the National Transportation Safety Board had finished the investigation.
345,1,2060262,2060225,"The Standard & Poor's 500 index advanced 6.48, or 0.7 per cent, to 990.51.","The broader Standard & Poor's 500 Index .SPX rose 6.48 points, or 0.66 percent, to 990.51."
346,1,3185726,3185754,They also found shortness was associated with a family history of hearing loss.,Shortness was found twice as often in those with hearing loss.
